index,wave,country,imp_family,imp_religion,happiness,satisfaction_life,univ_imp_boy_girl,housewife_fulfill_work,marital,num_children,satisfaction_finance,confidence_women_org,respect_human,religious_denom,religious_person,justify_gay,justify_abortion,justify_divorce,employment_status,chief_wage,sex,year_birth,age,edu,edu_age_complete,ethnic,survey_year
78911,2005-2007,United States,Very important,Very important,Quite happy,5,Disagree,Agree strongly,Married,Not asked,8,Not very much,Some respect,Protestant,A religious person,Never justifiable,Never justifiable,5,Retired/ pensioned,Yes,Male,1934,,"Incomplete secondary school:, university-preparatory type",18,White / Caucasian White,2006
78912,2005-2007,United States,Very important,Rather important,Very happy,8,Disagree,Agree,Married,Not asked,7,Quite a lot,Not respect at all,Roman Catholic,A religious person,5,3,5,Retired/ pensioned,No,Male,1935,,"Incomplete secondary school: technical/, vocational type",Missing; Not asked by the interviewer,White / Caucasian White,2006
78913,2005-2007,United States,Very important,Not at all important,Not very happy,4,Disagree,Disagree,Married,Not asked,4,Quite a lot,Not much respect,None,Not a religious person,No answer,3,8,"Full time employee (30 hours a week or, more)",Yes,Male,1961,,"Complete secondary school: technical/, vocational type",18,White / Caucasian White,2006
78914,2005-2007,United States,Very important,Very important,Quite happy,5,Disagree,Agree,Married,Not asked,Dissatisfied,Quite a lot,Some respect,Other,A religious person,5,3,5,"Full time employee (30 hours a week or, more)",Yes,Male,1955,,"Incomplete secondary school:, university-preparatory type",22,Black African,2006
78915,2005-2007,United States,Very important,Very important,Very happy,9,Disagree,Agree strongly,Married,Not asked,5,Not very much,Not much respect,Protestant,A religious person,Never justifiable,Never justifiable,7,Housewife not otherwise employed,No,Female,1964,,"Incomplete secondary school: technical/, vocational type",Missing; Not asked by the interviewer,White / Caucasian White,2006
78916,2005-2007,United States,Very important,Not very important,Quite happy,7,Disagree,Disagree,Married,Not asked,8,Quite a lot,Not much respect,None,A religious person,3,8,8,"Full time employee (30 hours a week or, more)",Yes,Male,1952,,"Complete secondary school:, university-preparatory type",21,White / Caucasian White,2006
78917,2005-2007,United States,Very important,Very important,Quite happy,8,Disagree,Disagree,Single/Never married,Not asked,5,Quite a lot,Not much respect,Protestant,A religious person,9,Never justifiable,5,Other,Yes,Male,1941,,"Some university-level education, without, degree",,White / Caucasian White,2006
78918,2005-2007,United States,Very important,Not very important,Quite happy,8,Disagree,Agree,Married,Not asked,6,Not very much,Not much respect,Other,A religious person,Never justifiable,5,5,"Full time employee (30 hours a week or, more)",No,Female,1952,,"Complete secondary school:, university-preparatory type",24,White / Caucasian White,2006
78919,2005-2007,United States,Rather important,Not at all important,Quite happy,8,Disagree,Disagree,Married,Not asked,8,Not very much,Some respect,Protestant,Not a religious person,No answer,Always justifiable,Always justifiable,Retired/ pensioned,Yes,Male,1942,,"Complete secondary school: technical/, vocational type",18,White / Caucasian White,2006
78920,2005-2007,United States,Very important,Rather important,Quite happy,5,Disagree,Agree strongly,Widowed,Not asked,8,Quite a lot,Some respect,Roman Catholic,A religious person,7,7,7,Retired/ pensioned,Yes,Female,1942,,"Complete secondary school: technical/, vocational type",17,White / Caucasian White,2006
78921,2005-2007,United States,Very important,Very important,Quite happy,5,Disagree,Agree,Married,Not asked,5,Not very much,Some respect,Protestant,A religious person,Never justifiable,Never justifiable,Never justifiable,Other,Yes,Male,1927,,Complete primary school,Missing; Not asked by the interviewer,White / Caucasian White,2006
78922,2005-2007,United States,Very important,Very important,Quite happy,8,Agree,Agree,Married,Not asked,7,Quite a lot,Some respect,Protestant,A religious person,5,4,6,Retired/ pensioned,Yes,Male,1931,,"Complete secondary school:, university-preparatory type",22,Mixed races,2006
78923,2005-2007,United States,Very important,Rather important,Quite happy,8,Strongly disagree,Agree,Divorced,Not asked,8,Quite a lot,Not much respect,Roman Catholic,A religious person,Never justifiable,Always justifiable,Always justifiable,Retired/ pensioned,Yes,Male,1942,,"Complete secondary school:, university-preparatory type",31,White / Caucasian White,2006
78924,2005-2007,United States,Very important,Very important,Quite happy,7,Disagree,Agree,Married,Not asked,5,Not very much,Some respect,Protestant,A religious person,5,5,5,Retired/ pensioned,Yes,Male,1937,,"Complete secondary school:, university-preparatory type",21,White / Caucasian White,2006
78925,2005-2007,United States,Very important,Very important,Not very happy,3,Disagree,Agree strongly,Married,Not asked,Dissatisfied,None at all,Not much respect,None,A religious person,2,Never justifiable,5,"Full time employee (30 hours a week or, more)",Yes,Male,1966,,"Incomplete secondary school: technical/, vocational type",22,White / Caucasian White,2006
78926,2005-2007,United States,Very important,Not very important,Very happy,7,Disagree,Agree strongly,Married,Not asked,6,Quite a lot,"A lot of respect for individual human, rights",Roman Catholic,Not a religious person,Never justifiable,Never justifiable,5,"Full time employee (30 hours a week or, more)",Yes,Male,1981,,"Complete secondary school: technical/, vocational type",18,White / Caucasian White,2006
78927,2005-2007,United States,Very important,Rather important,Quite happy,8,Disagree,Agree,Married,Not asked,6,Quite a lot,"A lot of respect for individual human, rights",Protestant,A religious person,Never justifiable,5,5,Retired/ pensioned,Yes,Male,1919,,"Complete secondary school: technical/, vocational type",19,White / Caucasian White,2006
78928,2005-2007,United States,Very important,Very important,Very happy,9,Disagree,Agree strongly,Widowed,Not asked,9,Not very much,Some respect,Other,A religious person,2,5,5,Other,Yes,Male,1952,,"Complete secondary school:, university-preparatory type",22,White / Caucasian White,2006
78929,2005-2007,United States,Very important,Rather important,Quite happy,8,Disagree,Agree,Single/Never married,Not asked,2,Quite a lot,Not much respect,Jew,A religious person,Always justifiable,9,Always justifiable,"Full time employee (30 hours a week or, more)",Yes,Male,1956,,"University - level education, with degree",25,White / Caucasian White,2006
78930,2005-2007,United States,Very important,Very important,Quite happy,8,Disagree,Agree strongly,Married,Not asked,6,Quite a lot,No answer,No answer,A religious person,Never justifiable,Never justifiable,Never justifiable,Self employed,Dont know,Female,1965,,Complete primary school,Missing; Not asked by the interviewer,White / Caucasian White,2006
78931,2005-2007,United States,Very important,Very important,Not very happy,7,Strongly disagree,Disagree,Married,Not asked,5,Not very much,"A lot of respect for individual human, rights",None,A religious person,2,2,2,Unemployed,No,Female,1953,,"Complete secondary school: technical/, vocational type",Missing; Not asked by the interviewer,Black African,2006
78932,2005-2007,United States,Very important,Rather important,Quite happy,7,Disagree,Agree,Divorced,Not asked,6,Quite a lot,Some respect,None,A religious person,Never justifiable,4,4,Self employed,Yes,Male,1943,,"Complete secondary school: technical/, vocational type",17,White / Caucasian White,2006
78933,2005-2007,United States,Very important,Rather important,Quite happy,8,Strongly disagree,Agree strongly,Married,Not asked,8,Not very much,Some respect,Roman Catholic,A religious person,Never justifiable,5,5,Retired/ pensioned,No,Female,1943,,Complete primary school,33,Spanish; Hispanic,2006
78934,2005-2007,United States,Very important,Rather important,Very happy,Satisfied,Strongly disagree,Agree strongly,Divorced,Not asked,Satisfied,Quite a lot,Not much respect,None,A religious person,Never justifiable,Never justifiable,6,Retired/ pensioned,Yes,Male,1934,,"Incomplete secondary school:, university-preparatory type",18,White / Caucasian White,2006
78935,2005-2007,United States,Very important,Very important,Very happy,9,Disagree,Agree,Married,Not asked,6,Not very much,"A lot of respect for individual human, rights",Protestant,A religious person,2,2,7,Retired/ pensioned,Yes,Male,1935,,"Some university-level education, without, degree",59,White / Caucasian White,2006
78936,2005-2007,United States,Very important,Very important,Very happy,Satisfied,Agree strongly,Agree strongly,Widowed,Not asked,Satisfied,Quite a lot,"A lot of respect for individual human, rights",Roman Catholic,A religious person,Never justifiable,Never justifiable,Never justifiable,Retired/ pensioned,Yes,Male,1922,,"Complete secondary school: technical/, vocational type",18,White / Caucasian White,2006
78937,2005-2007,United States,Very important,Very important,Quite happy,8,Disagree,Agree strongly,Divorced,Not asked,4,Quite a lot,"A lot of respect for individual human, rights",Jew,A religious person,Never justifiable,8,8,Retired/ pensioned,Yes,Male,1923,,"Incomplete secondary school:, university-preparatory type",30,Mixed races,2006
78938,2005-2007,United States,Very important,Very important,Very happy,9,Disagree,Agree,Married,Not asked,7,Quite a lot,Not much respect,Roman Catholic,A religious person,Never justifiable,8,8,"Full time employee (30 hours a week or, more)",Yes,Female,1934,,"Complete secondary school: technical/, vocational type",17,White / Caucasian White,2006
78939,2005-2007,United States,Very important,Very important,Quite happy,7,Disagree,Agree,Married,Not asked,7,Not very much,Not much respect,Protestant,A religious person,Never justifiable,2,3,Self employed,Yes,Male,1964,,"Incomplete secondary school:, university-preparatory type",22,Other,2006
78940,2005-2007,United States,Rather important,Not very important,Not very happy,4,Disagree,Disagree,Married,Not asked,5,Not very much,Not much respect,Protestant,Not a religious person,9,9,9,"Full time employee (30 hours a week or, more)",Yes,Male,1953,,"Incomplete secondary school:, university-preparatory type",21,White / Caucasian White,2006
78941,2005-2007,United States,Very important,Rather important,Very happy,7,Disagree,Agree,Married,Not asked,7,A great deal,"A lot of respect for individual human, rights",Roman Catholic,A religious person,9,7,7,Retired/ pensioned,No,Male,1927,,"Complete secondary school:, university-preparatory type",17,White / Caucasian White,2006
78942,2005-2007,United States,Very important,Rather important,Quite happy,5,Strongly disagree,Agree,Widowed,Not asked,5,Quite a lot,Some respect,Protestant,A religious person,5,5,5,Retired/ pensioned,Yes,Female,1940,,"Complete secondary school: technical/, vocational type",19,White / Caucasian White,2006
78943,2005-2007,United States,Very important,Not very important,Quite happy,7,Agree,Disagree,Married,Not asked,4,Not very much,Not much respect,Protestant,Not a religious person,5,2,5,"Full time employee (30 hours a week or, more)",Yes,Male,1949,,"Complete secondary school: technical/, vocational type",18,White / Caucasian White,2006
78944,2005-2007,United States,Very important,Very important,Very happy,9,Disagree,Agree strongly,Married,Not asked,5,A great deal,Not much respect,None,A religious person,5,Never justifiable,Never justifiable,Unemployed,Yes,Male,1953,,"Complete secondary school: technical/, vocational type",19,White / Caucasian White,2006
78945,2005-2007,United States,Very important,Not at all important,Quite happy,4,Agree strongly,Disagree,Married,Not asked,Satisfied,Not very much,"A lot of respect for individual human, rights",Protestant,Not a religious person,Never justifiable,Never justifiable,Never justifiable,Retired/ pensioned,Yes,Male,1930,,"Incomplete secondary school:, university-preparatory type",Missing; Not asked by the interviewer,White / Caucasian White,2006
78946,2005-2007,United States,Very important,Very important,Quite happy,9,Agree,Agree,Married,Not asked,9,Quite a lot,Some respect,Roman Catholic,A religious person,No answer,Never justifiable,3,Housewife not otherwise employed,No,Female,1934,,"Complete secondary school: technical/, vocational type",12,White / Caucasian White,2006
78947,2005-2007,United States,Very important,Very important,Very happy,8,Agree,Agree strongly,Widowed,Not asked,9,None at all,"A lot of respect for individual human, rights",Roman Catholic,A religious person,Never justifiable,Never justifiable,6,Retired/ pensioned,Yes,Female,1921,,"Incomplete secondary school:, university-preparatory type",22,White / Caucasian White,2006
78948,2005-2007,United States,Very important,Not very important,Quite happy,8,Disagree,Agree strongly,Married,Not asked,Dissatisfied,Quite a lot,"A lot of respect for individual human, rights",None,A religious person,4,3,6,Other,Yes,Male,1956,,"Complete secondary school: technical/, vocational type",18,White / Caucasian White,2006
78949,2005-2007,United States,Very important,Very important,Quite happy,5,Agree strongly,Agree,Single/Never married,Not asked,4,Not very much,Not respect at all,Roman Catholic,A religious person,Always justifiable,6,6,"Full time employee (30 hours a week or, more)",Yes,Male,1963,,"Some university-level education, without, degree",24,Spanish; Hispanic,2006
78950,2005-2007,United States,Very important,Not very important,Quite happy,6,Disagree,Agree strongly,Single/Never married,Not asked,Dissatisfied,Quite a lot,Missing; Not asked by the interviewer,Missing; Not asked by the interviewer,Missing; Not asked by the interviewer,Missing; Not asked by the interviewer,Missing; Not asked by the interviewer,Missing; Not asked by the interviewer,Housewife not otherwise employed,No answer,Female,1973,,"Incomplete secondary school: technical/, vocational type",Missing; Not asked by the interviewer,White / Caucasian White,2006
78951,2005-2007,United States,Very important,Rather important,Quite happy,5,Disagree,Agree strongly,Married,Not asked,7,Not very much,Some respect,None,A religious person,Never justifiable,Never justifiable,Always justifiable,Retired/ pensioned,No,Female,1949,,"Incomplete secondary school: technical/, vocational type",11,White / Caucasian White,2006
78952,2005-2007,United States,Very important,Very important,Quite happy,5,Disagree,Disagree,Married,Not asked,Dissatisfied,Quite a lot,Not much respect,None,A religious person,Never justifiable,Never justifiable,5,Retired/ pensioned,Yes,Male,1941,,"Complete secondary school: technical/, vocational type",18,White / Caucasian White,2006
78953,2005-2007,United States,Very important,Not very important,Very happy,9,Strongly disagree,Agree strongly,Married,Not asked,8,Quite a lot,Some respect,None,A religious person,7,3,5,"Full time employee (30 hours a week or, more)",No,Female,1977,,"Complete secondary school:, university-preparatory type",21,White / Caucasian White,2006
78954,2005-2007,United States,Very important,Rather important,Quite happy,8,Disagree,Agree strongly,Married,Not asked,4,None at all,Some respect,Protestant,A religious person,Never justifiable,2,2,"Full time employee (30 hours a week or, more)",No,Male,1957,,"Incomplete secondary school: technical/, vocational type",16,Spanish; Hispanic,2006
78955,2005-2007,United States,Very important,Very important,Very happy,9,Disagree,Agree,Divorced,Not asked,8,Quite a lot,"A lot of respect for individual human, rights",Protestant,A religious person,Never justifiable,Never justifiable,7,Other,Yes,Female,1953,,"Complete secondary school:, university-preparatory type",32,White / Caucasian White,2006
78956,2005-2007,United States,Very important,Rather important,Very happy,9,Disagree,Agree,Married,Not asked,8,Quite a lot,Not much respect,Roman Catholic,A religious person,2,5,5,"Full time employee (30 hours a week or, more)",No,Female,1943,,"Incomplete secondary school:, university-preparatory type",20,White / Caucasian White,2006
78957,2005-2007,United States,Very important,Not very important,Quite happy,9,Disagree,Agree,Married,Not asked,7,Quite a lot,Some respect,Protestant,Not a religious person,7,7,Always justifiable,Self employed,No,Female,1971,,"Complete secondary school: technical/, vocational type",18,White / Caucasian White,2006
78958,2005-2007,United States,Very important,Very important,Not very happy,3,Agree,Disagree,Single/Never married,Not asked,Dissatisfied,Not very much,Some respect,Protestant,A religious person,Never justifiable,Never justifiable,5,Other,No,Male,1958,,"Complete secondary school: technical/, vocational type",18,White / Caucasian White,2006
78959,2005-2007,United States,Very important,Very important,Quite happy,8,Disagree,Agree,Single/Never married,Not asked,3,Not very much,Not much respect,Roman Catholic,A religious person,9,No answer,9,Retired/ pensioned,Yes,Female,1933,,"Some university-level education, without, degree",31,Spanish; Hispanic,2006
78960,2005-2007,United States,Very important,Very important,Quite happy,Satisfied,Disagree,Agree strongly,Married,Not asked,Satisfied,Not very much,"A lot of respect for individual human, rights",Protestant,A religious person,Never justifiable,Never justifiable,Always justifiable,Retired/ pensioned,Yes,Male,1936,,"Complete secondary school: technical/, vocational type",12,White / Caucasian White,2006
78961,2005-2007,United States,Very important,Very important,Very happy,Satisfied,Strongly disagree,Agree,Married,Not asked,Satisfied,Not very much,Some respect,Other,A religious person,Never justifiable,Never justifiable,Never justifiable,"Full time employee (30 hours a week or, more)",Yes,Male,1956,,"Complete secondary school: technical/, vocational type",27,White / Caucasian White,2006
78962,2005-2007,United States,Very important,Rather important,Quite happy,6,Strongly disagree,Disagree,Married,Not asked,3,Quite a lot,Not much respect,Protestant,A religious person,7,7,7,"Full time employee (30 hours a week or, more)",Yes,Male,1931,,"Complete secondary school: technical/, vocational type",36,White / Caucasian White,2006
78963,2005-2007,United States,Very important,Very important,Very happy,8,Disagree,Agree,Married,Not asked,6,Quite a lot,Some respect,Roman Catholic,A religious person,5,Never justifiable,6,Retired/ pensioned,No,Female,1920,,"Complete secondary school: technical/, vocational type",18,White / Caucasian White,2006
78964,2005-2007,United States,Very important,Very important,Very happy,7,Strongly disagree,Agree,Married,Not asked,8,Quite a lot,"A lot of respect for individual human, rights",Protestant,A religious person,Never justifiable,4,6,Housewife not otherwise employed,No,Female,1937,,"Complete secondary school: technical/, vocational type",20,White / Caucasian White,2006
78965,2005-2007,United States,Very important,Very important,Quite happy,8,Disagree,Agree,Married,Not asked,7,Not very much,Some respect,Other,A religious person,Never justifiable,Never justifiable,3,Retired/ pensioned,No,Female,1945,,"Complete secondary school: technical/, vocational type",17,White / Caucasian White,2006
78966,2005-2007,United States,Very important,Very important,Quite happy,9,Disagree,Agree,Married,Not asked,7,None at all,Not much respect,Roman Catholic,A religious person,3,Never justifiable,7,"Full time employee (30 hours a week or, more)",Yes,Male,1949,,"Complete secondary school:, university-preparatory type",22,White / Caucasian White,2006
78967,2005-2007,United States,Very important,Rather important,Quite happy,6,Agree,Agree,Married,Not asked,3,Quite a lot,Some respect,Roman Catholic,A religious person,5,3,3,Retired/ pensioned,No,Male,1928,,Complete primary school,15,White / Caucasian White,2006
78968,2005-2007,United States,Not very important,Not very important,Quite happy,8,Disagree,Disagree,Single/Never married,Not asked,8,Not very much,Not much respect,None,Not a religious person,3,3,3,"Full time employee (30 hours a week or, more)",Yes,Male,1967,,"Some university-level education, without, degree",24,Other,2006
78969,2005-2007,United States,Very important,Not very important,Very happy,Satisfied,Disagree,Agree strongly,Married,Not asked,Satisfied,Quite a lot,"A lot of respect for individual human, rights",Roman Catholic,A religious person,5,5,5,Retired/ pensioned,Yes,Male,1933,,"Complete secondary school:, university-preparatory type",46,White / Caucasian White,2006
78970,2005-2007,United States,Very important,Not very important,Quite happy,6,Disagree,Disagree,Separated,Not asked,6,Not very much,"A lot of respect for individual human, rights",None,Not a religious person,5,5,7,Retired/ pensioned,Yes,Male,1928,,Complete primary school,Missing; Not asked by the interviewer,Other,2006
78971,2005-2007,United States,Very important,Rather important,Quite happy,7,Strongly disagree,Agree strongly,Widowed,Not asked,2,Quite a lot,Some respect,Other,A religious person,5,9,9,Retired/ pensioned,Yes,Female,1933,,"Incomplete secondary school: technical/, vocational type",10,White / Caucasian White,2006
78972,2005-2007,United States,Very important,Rather important,Very happy,9,Agree,Agree strongly,Single/Never married,Not asked,6,Quite a lot,Not much respect,Protestant,A religious person,6,Never justifiable,2,Other,Yes,Male,1974,,"Complete secondary school: technical/, vocational type",Missing; Not asked by the interviewer,White / Caucasian White,2006
78973,2005-2007,United States,Very important,Not very important,Quite happy,7,Disagree,Agree,Divorced,Not asked,7,Not very much,Some respect,Protestant,Not a religious person,6,7,9,Other,Yes,Male,1954,,"Incomplete secondary school:, university-preparatory type",21,White / Caucasian White,2006
78974,2005-2007,United States,Very important,Rather important,Very happy,Satisfied,Strongly disagree,Agree strongly,Married,Not asked,8,Not very much,Not much respect,Roman Catholic,A religious person,Never justifiable,8,8,"Full time employee (30 hours a week or, more)",No,Female,1945,,"Some university-level education, without, degree",57,White / Caucasian White,2006
78975,2005-2007,United States,Very important,Very important,Quite happy,8,Disagree,Disagree,Single/Never married,Not asked,7,Quite a lot,Not respect at all,Other,A convinced atheist,4,2,3,"Full time employee (30 hours a week or, more)",No,Male,1973,,"Incomplete secondary school:, university-preparatory type",21,Spanish; Hispanic,2006
78976,2005-2007,United States,Very important,Very important,Quite happy,7,Agree strongly,Agree,Married,Not asked,9,Quite a lot,Some respect,Protestant,A religious person,Never justifiable,8,5,Retired/ pensioned,Yes,Male,1922,,"Complete secondary school: technical/, vocational type",23,White / Caucasian White,2006
78977,2005-2007,United States,Very important,Very important,Not very happy,6,Disagree,Agree,Married,Not asked,7,Not very much,Some respect,Protestant,A religious person,Never justifiable,Never justifiable,7,Self employed,No,Female,1946,,"Incomplete secondary school:, university-preparatory type",18,White / Caucasian White,2006
78978,2005-2007,United States,Very important,Very important,Quite happy,5,Strongly disagree,Strongly disagree,Single/Never married,Not asked,Dissatisfied,Quite a lot,Not much respect,None,A religious person,2,6,6,"Full time employee (30 hours a week or, more)",Yes,Female,1971,,"Complete secondary school:, university-preparatory type",17,Black African,2006
78979,2005-2007,United States,Very important,Not very important,Very happy,9,Disagree,Disagree,Married,Not asked,8,A great deal,Not much respect,Protestant,Not a religious person,5,9,9,Retired/ pensioned,Yes,Male,1938,,"Incomplete secondary school: technical/, vocational type",17,White / Caucasian White,2006
78980,2005-2007,United States,Very important,Not very important,Quite happy,7,Disagree,Agree,Single/Never married,Not asked,3,Not very much,Some respect,None,A religious person,5,5,5,"Full time employee (30 hours a week or, more)",Yes,Male,1981,,"Complete secondary school: technical/, vocational type",29,White / Caucasian White,2006
78981,2005-2007,United States,Very important,Not very important,Quite happy,8,Agree,Agree strongly,Widowed,Not asked,9,Not very much,Some respect,Protestant,A religious person,3,3,5,Retired/ pensioned,Yes,Male,1944,,"Some university-level education, without, degree",32,White / Caucasian White,2006
78982,2005-2007,United States,Very important,Very important,Quite happy,8,Disagree,Agree,Married,Not asked,6,Quite a lot,Some respect,Protestant,A religious person,2,Never justifiable,6,Retired/ pensioned,No,Female,1941,,"Complete secondary school: technical/, vocational type",18,White / Caucasian White,2006
78983,2005-2007,United States,Very important,Very important,Very happy,9,Disagree,Agree,Married,Not asked,6,Quite a lot,"A lot of respect for individual human, rights",Protestant,A religious person,9,Never justifiable,9,"Full time employee (30 hours a week or, more)",Yes,Male,1964,,"Complete secondary school:, university-preparatory type",Missing; Not asked by the interviewer,Black African,2006
78984,2005-2007,United States,Very important,Rather important,Very happy,8,Disagree,Disagree,Married,Not asked,5,Quite a lot,Some respect,Jew,Not a religious person,5,5,5,Retired/ pensioned,Yes,Male,1931,,"Incomplete secondary school:, university-preparatory type",Missing; Not asked by the interviewer,White / Caucasian White,2006
78985,2005-2007,United States,Very important,Very important,Very happy,6,Disagree,Agree strongly,Married,Not asked,Dissatisfied,A great deal,"A lot of respect for individual human, rights",None,A religious person,Never justifiable,Never justifiable,Always justifiable,Other,Yes,Male,1956,,"Complete secondary school: technical/, vocational type",41,White / Caucasian White,2006
78986,2005-2007,United States,Very important,Very important,Quite happy,8,Disagree,Agree,Widowed,Not asked,Satisfied,Not very much,Some respect,None,A religious person,Never justifiable,Never justifiable,No answer,"Full time employee (30 hours a week or, more)",Yes,Female,1935,,"Incomplete secondary school: technical/, vocational type",19,White / Caucasian White,2006
78987,2005-2007,United States,Very important,Rather important,Quite happy,7,Strongly disagree,Disagree,Single/Never married,Not asked,8,Quite a lot,"A lot of respect for individual human, rights",None,A religious person,Always justifiable,Always justifiable,Always justifiable,Retired/ pensioned,Yes,Male,1947,,"Some university-level education, without, degree",35,Black African,2006
78988,2005-2007,United States,Very important,Rather important,Very happy,9,Disagree,Agree,Married,Not asked,6,None at all,Not much respect,None,Not a religious person,3,Never justifiable,3,"Full time employee (30 hours a week or, more)",Yes,Male,1973,,"Incomplete secondary school: technical/, vocational type",Missing; Not asked by the interviewer,White / Caucasian White,2006
78989,2005-2007,United States,Very important,Very important,Very happy,8,Disagree,Agree,Married,Not asked,8,Not very much,Not much respect,Protestant,A religious person,Never justifiable,5,5,"Full time employee (30 hours a week or, more)",Yes,Male,1968,,"Complete secondary school:, university-preparatory type",22,White / Caucasian White,2006
78990,2005-2007,United States,Very important,Not very important,Not very happy,5,Disagree,Agree strongly,Married,Not asked,6,Not very much,Not much respect,None,A religious person,5,3,4,Other,Yes,Male,1956,,"Incomplete secondary school: technical/, vocational type",Missing; Not asked by the interviewer,White / Caucasian White,2006
78991,2005-2007,United States,Very important,Rather important,Very happy,9,Strongly disagree,Disagree,Married,Not asked,8,Quite a lot,"A lot of respect for individual human, rights",Protestant,A religious person,8,8,8,Retired/ pensioned,Yes,Male,1941,,"Some university-level education, without, degree",22,White / Caucasian White,2006
78992,2005-2007,United States,Rather important,Not very important,Quite happy,5,Disagree,Disagree,Divorced,Not asked,2,Not very much,Some respect,None,Not a religious person,5,5,Always justifiable,Self employed,No,Male,1944,,"Incomplete secondary school: technical/, vocational type",16,White / Caucasian White,2006
78993,2005-2007,United States,Very important,Very important,Quite happy,9,Agree,Disagree,Married,Not asked,8,Quite a lot,"A lot of respect for individual human, rights",Roman Catholic,A religious person,8,6,6,Retired/ pensioned,No,Male,1936,,"Complete secondary school:, university-preparatory type",31,White / Caucasian White,2006
78994,2005-2007,United States,Very important,Rather important,Quite happy,9,Strongly disagree,Disagree,Married,Not asked,7,Not very much,Not much respect,Protestant,A religious person,Never justifiable,3,3,Housewife not otherwise employed,No,Female,1945,,"Incomplete secondary school:, university-preparatory type",18,White / Caucasian White,2006
78995,2005-2007,United States,Very important,Rather important,Quite happy,3,Disagree,Agree strongly,Divorced,Not asked,7,Quite a lot,"A lot of respect for individual human, rights",None,A religious person,3,3,3,"Full time employee (30 hours a week or, more)",Yes,Male,1964,,"Complete secondary school: technical/, vocational type",Missing; Not asked by the interviewer,White / Caucasian White,2006
78996,2005-2007,United States,Very important,Very important,Very happy,Satisfied,Disagree,Agree strongly,Widowed,Not asked,Dissatisfied,Quite a lot,Some respect,Protestant,A religious person,4,Always justifiable,5,Retired/ pensioned,Yes,Female,1934,,"Incomplete secondary school: technical/, vocational type",12,White / Caucasian White,2006
78997,2005-2007,United States,Very important,Very important,Quite happy,4,Disagree,Agree,Divorced,Not asked,2,Quite a lot,Some respect,Protestant,A religious person,2,2,3,Self employed,Yes,Male,1954,,"Incomplete secondary school:, university-preparatory type",19,White / Caucasian White,2006
78998,2005-2007,United States,Very important,Not very important,Not very happy,4,Disagree,Agree,Single/Never married,Not asked,2,Quite a lot,Some respect,None,Not a religious person,Always justifiable,7,9,Other,Yes,Male,1953,,"Some university-level education, without, degree",36,Black African,2006
78999,2005-2007,United States,Very important,Rather important,Quite happy,8,Strongly disagree,Agree,Single/Never married,Not asked,8,A great deal,Some respect,Orthodox,A religious person,5,8,8,Self employed,Yes,Female,1977,,"Complete secondary school:, university-preparatory type",23,White / Caucasian White,2006
79000,2005-2007,United States,Very important,Very important,Very happy,9,Disagree,Agree strongly,Married,Not asked,6,Not very much,Not much respect,None,Not a religious person,Never justifiable,Never justifiable,5,Self employed,Yes,Male,1968,,"Complete secondary school:, university-preparatory type",22,White / Caucasian White,2006
79001,2005-2007,United States,Very important,Very important,Very happy,8,Strongly disagree,Strongly disagree,Married,Not asked,5,Quite a lot,Some respect,Protestant,A religious person,Always justifiable,2,Always justifiable,"Full time employee (30 hours a week or, more)",Yes,Male,1958,,Complete primary school,28,White / Caucasian White,2006
79002,2005-2007,United States,Very important,Very important,Quite happy,7,Disagree,Agree,Married,Not asked,5,Not very much,Not much respect,Protestant,A religious person,5,5,5,"Full time employee (30 hours a week or, more)",No,Female,1959,,"Complete secondary school: technical/, vocational type",Missing; Not asked by the interviewer,White / Caucasian White,2006
79003,2005-2007,United States,Very important,Not at all important,Quite happy,8,Disagree,Agree strongly,Married,Not asked,7,Quite a lot,Some respect,Roman Catholic,A religious person,Never justifiable,6,Always justifiable,"Full time employee (30 hours a week or, more)",Yes,Male,1952,,"Incomplete secondary school:, university-preparatory type",28,White / Caucasian White,2006
79004,2005-2007,United States,Very important,Rather important,Quite happy,5,Disagree,Agree,Married,Not asked,Dissatisfied,Not very much,Some respect,Protestant,Not a religious person,Never justifiable,5,8,Other,No,Male,1945,,"Incomplete secondary school: technical/, vocational type",18,White / Caucasian White,2006
79005,2005-2007,United States,Very important,Rather important,Very happy,8,Disagree,Agree strongly,Married,Not asked,7,Quite a lot,"A lot of respect for individual human, rights",Other,A religious person,3,Never justifiable,5,Housewife not otherwise employed,No,Female,1974,,"Incomplete secondary school: technical/, vocational type",16,White / Caucasian White,2006
79006,2005-2007,United States,Rather important,Not at all important,Very happy,Satisfied,Strongly disagree,Agree strongly,Divorced,Not asked,Satisfied,None at all,Some respect,Roman Catholic,Not a religious person,5,5,8,Retired/ pensioned,Yes,Male,1948,,"Complete secondary school:, university-preparatory type",25,White / Caucasian White,2006
79007,2005-2007,United States,Very important,Not at all important,Quite happy,9,Strongly disagree,Agree,Married,Not asked,8,Quite a lot,Not much respect,Other,Not a religious person,Always justifiable,Always justifiable,Always justifiable,"Full time employee (30 hours a week or, more)",Yes,Male,1970,,"Some university-level education, without, degree",22,White / Caucasian White,2006
